filepath,predicted_class,probability,inference_time_s
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/3368eb3e3e23ece7b245ca980f3632f2.jpg,16, 0.9717, 0.03986
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/b46b840a4ec7f2ea044cd5ffc95e8854.jpg,16, 0.9916, 0.04974
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/b4027667d885f45c16945484c914e366.jpg,16, 0.9892, 0.04599
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/f063cdfd6fde4479b87cbf5ed2009fd4.jpg,16, 0.9653, 0.04484
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/ebd1096a76792d80d37ccd908c4e1101.jpg,16, 0.9719, 0.04393
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/76fa44dab0e9ca823e2a780af7324aec.jpg,16, 0.9921, 0.04317
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/897cc18647d13e7a16744e78c92b3139.jpg,16, 0.9879, 0.04752
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/03d7c6171a7e5043bc34fc0812ee2115.jpg,16, 0.9302, 0.04792
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/56024570d144e52f20122df4cd63ce8e.jpg,16, 0.9880, 0.03809
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/5e47e988e67b2340f1b96ea0e07afddc.jpg,16, 0.9847, 0.05099
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/2d9db19c87d048b2d895a5b2a324071c.jpg,16, 0.9900, 0.03996
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/5f61c5f95ab3fabdb4dda3494a551edf.jpg,16, 0.7882, 0.05011
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/10fc09b8cd01f80c7bd73459c825a481.jpg,16, 0.9935, 0.03997
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/98499e9d01a6fb9ca374906e1c606432.jpg,16, 0.9841, 0.04474
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/f0c33839c080aebe9bed98ba6116848a.jpg,16, 0.9973, 0.04040
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/b12bf37261730472eabe0422beb937e8.jpg,16, 0.9872, 0.04710
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/47d7b506ad686fa3e74bbce2a44e1fe5.jpg,16, 0.9987, 0.04789
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/0f6319385ded90989982b3e68b8eb337.jpg,16, 0.9921, 0.07097
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/64b86df2f76d012bbb03d0bc1721d669.jpg,16, 0.9996, 0.05307
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/2ae6f194bcace265118f5b74bba52cf8.jpg,16, 0.9960, 0.06709
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/bbff6f5a82c876599b75a88650e3f71a.jpg,16, 0.9925, 0.05564
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/c36e29e007260b4f5806e188fe4d8be0.jpg,16, 0.7185, 0.05242
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/210656aaf4780cc37e80526ccf21a7f6.jpg,16, 0.9851, 0.03915
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/c30cbd0314895d639666247629fa8dbe.jpg,16, 0.9793, 0.05642
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/cfe142ff5f9ee7ab46264a7748897340.jpg,16, 0.9828, 0.06377
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/1fa89b5db6e6527e56b9ab4630b97b1c.jpg,16, 0.9782, 0.03851
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/d3168ad58d7b6c27adfe5e17c5cf8548.jpg,16, 0.9932, 0.05835
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/38767b2b4a5aa5b6975d035c64b07deb.jpg,16, 0.9961, 0.05252
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/1eba9857323ec92a9905b32db5947335.jpg,16, 0.9897, 0.04873
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/029c506f21798f6b3e60f925f3505a10.jpg,16, 0.9945, 0.04101
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/b6fd3144cc172de9b1e31c19c6147be3.jpg,16, 0.9926, 0.06947
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/928e77e23db93284d8830a723bb610d9.jpg,16, 0.9550, 0.05101
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/cac7c1e9dd5a5e81e46bde26b4193f91.jpg,16, 0.9886, 0.04516
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/4d7fbf654a14e39a34f58e0e0119bc48.jpg,16, 0.9785, 0.04239
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/5d77c724c9503b2490d328c13c0cc130.jpg,16, 0.9883, 0.04365
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/04bf5ad81662e70862cbc1c6591d4d77.jpg,16, 0.9618, 0.05134
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/c6c212812db85224dee7676b4e0e2b81.jpg,16, 0.9784, 0.05742
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/da81cf92d7bc6b92036d3c8ff4443a62.jpg,16, 0.9606, 0.03943
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/e8badaf3c4617c060ac87660b6724478.jpg,16, 0.9992, 0.05719
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/dab997cf09b563a8fe01ded355accab4.jpg,16, 0.9872, 0.04404
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/9f9017bfa0b9e0be69c1bc163eb6e688.jpg,16, 0.9975, 0.03752
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/ea706b86a34ad6b3bd18904312a1bf15.jpg,16, 0.9875, 0.04665
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/03ad61b36e52ecfbc2aabe3b1fa22028.jpg,16, 0.9370, 0.04049
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/9806e2eb336de3eb75d4b0869d538e95.jpg,16, 0.9917, 0.04552
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/69f511c5e562bcd4aff007e3535b902d.jpg,16, 0.9909, 0.04474
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/813b5fd7b39d21997fe40ff630795997.jpg,16, 0.9811, 0.04330
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/6b29f2921cb67ec5ea780c804ad055cc.jpg,16, 0.9766, 0.04130
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/5384371ce462346671d74b38ed49eec7.jpg,16, 0.9770, 0.06667
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/1d4fca9fe3b1ee79285ccafcb842dd59.jpg,16, 0.9500, 0.04527
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/6d5bdb0c2624f189f347c52a0569760f.jpg,16, 0.9707, 0.03579
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/8830f95cabd252e7eee441f89929a7a0.jpg,16, 0.9900, 0.04279
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/abed4edc0f9baa233f3c41e807ac674a.jpg,16, 0.9991, 0.05264
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/6ea8aa91dd3db1fd1879b5f40f4ec934.jpg,16, 0.9945, 0.05014
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/d55203baabefe89609b33911b1263c33.jpg,16, 0.9904, 0.06466
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/add30310b4084c94afea663383b40d99.jpg,16, 0.9995, 0.08440
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/e3951fe54dd277e4331b92e49a6b43d4.jpg,16, 0.9951, 0.04653
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/e25e862f2cabeb72d5c6ac4693ebee86.jpg,16, 0.9870, 0.08674
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/e76e04cf9059d43765bf69a78a164405.jpg,16, 0.9969, 0.07020
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/5c160fa2dcecb3869cd03b11a1f438c0.jpg,16, 0.9202, 0.05477
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/d8d6fe3a12d8a1374ec00a3106b5f209.jpg,16, 0.9970, 0.08147
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/0244f93cca6991ab00d792685644f780.jpg,16, 0.9970, 0.04155
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/5fa10a0ecd62cda4ce9d19668fd551ae.jpg,16, 0.9816, 0.07165
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/f54bfca22ffde53c19e8efedc73a4b42.jpg,16, 0.9834, 0.07090
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/664d869bdc087b0c861347434555bd2a.jpg,16, 0.9940, 0.07042
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/01ac88723198657de7bb7214c3f3b6ec.jpg,16, 0.9903, 0.11057
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/70c084f5622ff8a4ac2020c15d0447a7.jpg,16, 0.9918, 0.07805
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/2900efd52558ca38611fa13ad73b6fb3.jpg,16, 0.7954, 0.07384
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/35056caacb156d0cdbbaced03eae69b7.jpg,16, 0.9987, 0.07220
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/de48b9b2abd0a6d1074a5f4f7cad7ed8.jpg,16, 0.9397, 0.03892
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/0430cf32d91462889e07ff493aa4abc6.jpg,16, 0.9729, 0.04215
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/220ffb4b22b0c7a10fbb207c4bc5c57d.jpg,16, 0.9986, 0.04790
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/71ecf4bd3729a0cdc2626f0c5d5e4794.jpg,16, 0.9444, 0.04434
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/c087793c670adde7d4989d51300e4e7e.jpg,16, 0.9752, 0.03955
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/bbb29e2cac67b919403d938670c440ef.jpg,16, 0.9958, 0.03925
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/2fdb5a2ac44f0d1a77b721c6e9671436.jpg,16, 0.9583, 0.04820
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/9152db963589c7e65802cf64c0316f90.jpg,16, 0.9985, 0.05530
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/2c6bde81116eff212aa8add34d0557de.jpg,16, 0.9634, 0.03951
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/76d439733f316dce01ccde79af750fca.jpg,16, 0.9788, 0.06847
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/4b054502eb57aa54b383837854b62496.jpg,16, 0.9817, 0.04184
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/5c03c35585ea006d5173c49639bc995a.jpg,10, 0.4916, 0.05514
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/096cbfcf8144ebde1962ed295049b6df.jpg,16, 0.9989, 0.06004
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/f8ab7643b0ff6005318f0c97689b49d7.jpg,16, 0.9891, 0.04885
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/4f416eec478b5bdd9c0fb51acdbaea0d.jpg,16, 0.9994, 0.04518
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/39e29010c5b5a7ae138694c5413039b3.jpg,16, 0.9971, 0.04434
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/4c9da4ad20300c114e8ab990756c81ef.jpg,16, 0.9888, 0.03975
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/829fb0f5000409456ada93fb4e5078bc.jpg,16, 0.9661, 0.04923
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/3bfe8ffcc73431aea77aac167b0e1667.jpg,16, 0.9881, 0.04710
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/e5f7969089f135e747e85d3c20e63ed2.jpg,16, 0.9883, 0.04336
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/a956f1acb86cb53c3129c4fa1e6ab18c.jpg,16, 0.9947, 0.04239
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/08c9a0c032823fc5004f29ffa22f21a1.jpg,16, 0.9950, 0.04777
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/82fbb803df8a98ebcb0506e2907690a6.jpg,16, 0.9019, 0.03881
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/b8fc1354a8ae32dcfb6f264903f0026e.jpg,16, 0.9967, 0.04939
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/5990b4a8e0081be49ee020e441e5108f.jpg,16, 0.9894, 0.04038
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/4f471534d725f78adc0aba3fe00f1b1a.jpg,16, 0.9948, 0.04600
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/640a526d6b12f821ea1511b0a949dd69.jpg,16, 0.9764, 0.04599
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/fd6846fbe4cc1e490f942832b5e8c505.jpg,16, 0.9701, 0.04388
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/ac8d128ae10a612f86f8d820b1641324.jpg,16, 0.9933, 0.04870
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Noctua pronuba/5c2ae8e4549231572d603035df1f2935.jpg,16, 0.9872, 0.04554
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/9e1fcc530e970478448c494c98152e43.jpg,16, 0.9473, 0.05235
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/5fd4839ce80c113082baeee57f64f1f5.jpg,16, 0.7400, 0.04931
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/65c056310b8f0d448d18461e6723c21a.jpg,16, 0.7652, 0.04310
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/759a19ef6e456bc2ff45e83f518379a7.jpg,5, 0.7438, 0.04671
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/7397d0891442b15f3e13af254ded149b.jpg,16, 0.9614, 0.05126
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/5870554a6a88e1b90d2bdcc5bbf9e4f6.jpg,16, 0.9826, 0.04205
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/d76cdad398bad55606a9abc87021d11d.jpg,16, 0.9933, 0.04867
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/20909d60c98ee0b60f3b4754a3b26b89.jpg,16, 0.9857, 0.04019
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/7ffd3319b28e291b936de1bce18c9710.jpg,16, 0.9854, 0.04332
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/514c5ec629de5ae1a6f38e29e9cd127c.jpg,16, 0.8693, 0.04717
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/021ec4dbcba6cf15e3f2078e5500fec3.jpg,16, 0.9050, 0.04371
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/af4d981c14f771214b62719d7ca9a883.jpg,16, 0.9744, 0.04710
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/479d5e764f89ca4e4753ed8d140a1eed.jpg,16, 0.9847, 0.04497
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/e517e57e8c7bf5b40bb4fb4251ebd7c7.jpg,16, 0.9992, 0.04778
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/0bc7cb497148703adb2348111bf9d6a7.jpg,16, 0.9437, 0.04154
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/4dce8900a5c3c9deb71964e326a6cbbe.jpg,16, 0.9980, 0.05299
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/9af6a011822accb2ec6a86d74a528f03.jpg,16, 0.9928, 0.04067
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/880710cc225f76e5d3192115a78fcad1.jpg,16, 0.7865, 0.05049
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/4bffce1bd00cafe7ebf98bce50a05ae5.jpg,16, 0.9947, 0.07266
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/2d9935ad0e1c90677484a477c2f8e88d.jpg,16, 0.9850, 0.06195
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/70f404710676ba62ec07658cd1e19ea9.jpg,16, 0.9208, 0.04929
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/f3480df12dc2557df7b9f320dec7c642.jpg,16, 0.9759, 0.04307
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/a3da2707dcfa3d5118f3c586df4be0d0.jpg,16, 0.9857, 0.04773
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/4e06576bb898c8dfab0f92e7831a6ed6.jpg,16, 0.9091, 0.04536
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/b12ac72662f02afca27aa84135ad9b3c.jpg,16, 0.6053, 0.04621
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Tringa ochropus/7bb5b551e75112bcff975d9f87a3c280.jpg,16, 0.9958, 0.04090
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/150246bf5c0663f25fd52384f84a96fd.jpg,16, 0.9831, 0.04211
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/75312ad7dcf4e90c6e0eedbcaea37f0b.jpg,6, 0.5252, 0.04604
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/e697f01edef2ff78d675cfd3b398fea7.jpg,16, 0.9778, 0.04581
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/94d56ec352b529557438a4575511b150.jpg,16, 0.9964, 0.05005
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/39fb152a176fad8075e95a7a8504053f.jpg,16, 0.9915, 0.06301
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/a50c9a8e9a03e900431d5fe37301a03b.jpg,16, 0.9972, 0.04922
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/28ff765ec0ccde066c37c97444bc8443.jpg,16, 0.9930, 0.04118
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/76ed1d333580277dc3654198b1fcd7bc.jpg,16, 0.9898, 0.04528
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/08b6d9de25d972fcaf5dc252a39a2e9d.jpg,16, 0.9495, 0.04239
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/111be9bca2fe24db17e190a5d947aeba.jpg,16, 0.9986, 0.04962
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/a689614fe42823a4724843cce5c68d86.jpg,16, 0.9930, 0.04323
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/0f95ca8b8f1f64a753ddb3c266dc07c2.jpg,16, 0.9574, 0.04641
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/1ac922f1cf1cee820d7caa1559b2811a.jpg,16, 0.9010, 0.04254
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/fb830c6f45d736efba734ee5f4e5b811.jpg,16, 0.9926, 0.04442
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/d50636405560657d97f93633614e3097.jpg,16, 0.9980, 0.04533
